region	country	station	station_active_date	station_inactive_date	reactive_c2c_id	time_zone	queue_name	sun_open	sun_close	mon_open	mon_close	tue_open	tue_close	wed_open	wed_close	thu_open	thu_close	fri_open	fri_close	sat_open	sat_close	active_flag
EU	IN	HRWA	2021-09-27	2099-12-31	dfa5e329-cbfa-4aa9-ba60-245148dceb3f	Asia/Kolkata	AmazonInDSLHRWAEmail	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
NA	US	ZYO1	2021-07-28	2099-12-31	71a37055-04dc-4105-a446-7e4cf2338fb9	America/New_York	SDS-US-DSL-ZYO1-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	US	DPS6	2020-09-28	2099-12-31	17e32eab-233a-4acb-a27e-af29201d7d8b	America/Los_Angeles	SDS-US-DSL-DPS6-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	DE	DFQ4	2020-11-04	2022-08-01	628996b6-ce33-4b44-9d0c-5b9429462e08	Europe/Berlin	SDS-DE-DSL-DHE1-EMAIL	00:00	00:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
EU	DE	DNX1	2020-07-09	2099-12-31	199c43de-3875-476d-aa93-e1377a314d95	Europe/Berlin	SDS-DE-DSL-DNX1-EMAIL	00:00	00:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
EU	IN	BLRI	2019-03-31	2099-12-31	f5f555ff-a30c-4cd6-9c32-9f270739bfdd	Asia/Kolkata	SDS-IN-DSL-BLRI-EMAIL	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
EU	IT	OTC3	2019-01-20	2099-12-31	8ef95991-d8a7-4b55-ad65-af5742a5ce8b	Europe/Rome	SDS-IT-DSL-DTC1-EMAIL	09:00	16:00	09:00	16:30	09:00	16:30	09:00	16:30	09:00	16:30	09:00	16:30	09:00	16:30	ACTIVE
EU	ES	OQB2	2019-10-10	2099-12-31	5df2c204-dd68-4b65-8554-2d579a2da342	Europe/Madrid	SDS-ES-DSL-DQA2-EMAIL	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
FE	JP	OSN1	2021-03-14	2099-12-31	d445d6b7-8f57-4333-a1b0-29a1b9744b58	Asia/Tokyo	SDS-JP-DSL-DMG1-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	FR	OAR4	2018-11-18	2099-12-31	50cbfe2c-4419-498f-85df-c2cdf30cc5a8	Europe/Paris	SDS-FR-DSL-DAR1-EMAIL	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
EU	IN	KNUD	2019-06-30	2099-12-31	df6d3efb-21a3-4bd8-8775-2657a28f7d3b	Asia/Kolkata	SDS-IN-DSL-KNUD-EMAIL	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
EU	IN	TPJD	2021-03-21	2099-12-31	692aa459-280f-4df9-97d6-a84bab941b28	Asia/Kolkata	SDS-IN-DSL-TPJD-EMAIL	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
FE	JP	ONG5	2021-03-14	2099-12-31	e4fb781a-937b-4432-a95e-73361b7afc1d	Asia/Tokyo	SDS-JP-DSL-DAI1-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	US	DRO2	2021-09-22	2099-12-31	f342eb9e-07a9-4d2a-8838-3a8ab9cf874d	America/New_York	AmazonUsDSLDRO2Email	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	US	DJX2	2020-08-17	2099-12-31	833fd565-bf78-45f0-999d-71dcf5708de8	America/New_York	SDS-US-DSL-DJX2-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	US	DFL4	2020-11-09	2099-12-31	f4680eb5-e4b2-43ee-8726-524f4bfb9982	America/New_York	SDS-US-DSL-DFL4-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	IN	ISKD	2021-03-21	2099-12-31	c2e1e5a3-c993-4e1b-9524-e968f5668151	Asia/Kolkata	SDS-IN-DSL-ISKD-EMAIL	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
NA	US	DUT4	2021-07-21	2099-12-31	439fce33-c227-4a62-87b7-69f9f195063c	America/Denver	AmazonUsDSLDUT4Email	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	US	DAT6	2020-08-17	2099-12-31	1f5aef95-9af8-4e6c-8ea7-ddc149ab15d4	America/New_York	SDS-US-DSL-DAT6-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	US	DLV2	2020-09-21	2099-12-31	efd4c9d9-360c-4cac-8bb6-f25d73d881d0	America/Los_Angeles	SDS-US-DSL-DLV2-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	DE	DSH4	2020-06-22	2099-12-31	baa51348-d0e7-4196-ae00-b4b4eb7b2479	Europe/Berlin	SDS-DE-DSL-DSH4-EMAIL	00:00	00:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
EU	IN	BOMV	2019-03-31	2099-12-31	98ce9ece-fc52-493a-ac09-69f6055496c7	Asia/Kolkata	SDS-IN-DSL-BOMV-EMAIL	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
FE	JP	DEJ1	2020-06-29	2099-12-31	1c33b759-5a55-40e7-a5e8-fcb06c463e68	Asia/Tokyo	SDS-JP-DSL-DEJ1-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	FR	DIF5	2019-10-09	2099-12-31	5192b9e3-da16-4cb2-896d-d089ff82b7e6	Europe/Paris	SDS-FR-DSL-DIF5-EMAIL	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
EU	IN	PNQJ	2021-03-31	2099-12-31	7553936e-ad9b-4027-89f4-ba0495d2f3d4	Asia/Kolkata	SDS-IN-DSL-PNQJ-EMAIL	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
NA	US	DGR3	2020-09-14	2099-12-31	b454dc5e-d5ef-4ef6-895e-ed52cd7f5d8b	America/New_York	SDS-US-DSL-DGR3-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	UK	DEX2	2019-11-10	2099-12-31	d3136af6-78bb-4825-8f04-3652e2f24bb2	Europe/London	SDS-UK-DSL-DEX2-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	US	DLT3	2020-09-28	2099-12-31	586218ac-e08a-4486-b456-99e6ad27ce35	America/New_York	SDS-US-DSL-DLT3-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	US	DMD8	2021-02-08	2099-12-31	242f9131-f2c6-4966-ac2d-2c275afa872a	America/New_York	SDS-US-DSL-DMD8-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	IT	DER3	2020-10-21	2099-12-31	78f873df-e8c8-4582-9c5f-3236392ef20b	Europe/Rome	SDS-IT-DSL-DER3-EMAIL	09:00	16:00	09:00	16:30	09:00	16:30	09:00	16:30	09:00	16:30	09:00	16:30	09:00	16:00	ACTIVE
NA	US	DMP1	2019-09-16	2099-12-31	86a59811-c393-4c36-9520-ee93847350be	America/Chicago	SDS-US-DSL-DMP1-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	DE	DNX6	2020-10-21	2099-12-31	b7f2fafa-c9ac-40ec-88be-2113a525e100	Europe/Berlin	SDS-DE-DSL-DNX6-EMAIL	00:00	00:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
NA	US	DBL1	2018-09-09	2099-12-31	2ebeff58-7a9c-4bd5-88c5-0ef1ff4d0f05	America/New_York	SDS-US-DSL-DBL1-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	CA	DLC1	2021-08-16	2099-12-31	d26b87f3-930a-4abb-b363-bf695cc139ff	America/New_York	AmazonCaDSLDLC1Email	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	UK	NEH1	2020-10-14	2099-12-31	e347299c-269e-42b3-bded-a0bb1f2072a0	Europe/London	SDS-UK-DSL-NEH1-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	US	DMI7	2019-10-06	2099-12-31	65d6f023-3a5f-4d8a-91e6-3bcbcb1f53c5	America/New_York	SDS-US-DSL-DMI7-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	US	DOR1	2018-04-29	2099-12-31	360fc2ae-fbcd-4ee4-a22f-5ae774b8fa20	America/New_York	SDS-US-DSL-DOR1-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	US	DDV2	2020-07-15	2099-12-31	adb8f386-fde0-4ddc-a50e-ce3d6c6dd388	America/Denver	SDS-US-DSL-DDV2-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	FR	ONC1	2018-11-18	2099-12-31	a4ba1771-27f8-4476-9c5b-43370507c2ef	Europe/Paris	SDS-FR-DSL-DIF4-EMAIL	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
EU	SA	DQS2	2021-09-06	2099-12-31	a8f52455-9e07-4a39-bf33-1c4024a36fcd	Asia/Riyadh	amzl-dsl-dqs2@amazon.sa	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
NA	MX	DMT3	2020-10-01	2099-12-31	dca3e6c2-4393-48a3-98e6-27497f81e697	America/Mexico_City	SDS-MX-DSL-DMT3-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	US	DMH4	2021-06-02	2099-12-31	438585ce-4f6c-4950-b0f5-982bd9fa418f	America/New_York	SDS-US-DSL-DMH4-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	US	DBM5	2021-12-06	2099-12-31	dc7c0f10-5347-45b0-b9cc-308b0160c082	America/Chicago	AmazonUsDSLDBM5Email	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	IN	UMBD	2021-03-21	2099-12-31	60bc1405-aadf-4a9e-8894-78b0de89d3bf	Asia/Kolkata	SDS-IN-DSL-UMBD-EMAIL	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
EU	IN	DELI	2019-03-31	2099-12-31	cdfc84eb-a2fc-4b29-88e2-03031188a6df	Asia/Kolkata	SDS-IN-DSL-DELI-EMAIL	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
NA	US	DGT2	2021-05-10	2099-12-31	8a3f2bf1-f2bf-44ed-8389-506c3e0f2688	America/New_York	SDS-US-DSL-DGT2-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	US	DIN4	2020-07-14	2099-12-31	ed92ba0b-e176-4fa7-b31c-a49ffd29b60c	America/New_York	SDS-US-DSL-DIN4-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	US	DRT4	2020-09-14	2099-12-31	37a8a220-be71-4a1b-acc8-b31185917dc4	America/New_York	SDS-US-DSL-DRT4-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	US	DSR4	2020-09-28	2099-12-31	ef673e3a-9478-4424-882f-7963fe481276	America/Los_Angeles	SDS-US-DSL-DSR4-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	DE	DBY4	2021-10-13	2099-12-31	ea84f11d-ddef-4b1e-be31-d63762a6be93	Europe/Berlin	amzl-dsl-dby4@amazon.de	00:00	00:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
NA	US	DTU3	2020-08-31	2099-12-31	c22828c7-d428-42a2-a862-baee5e67dafc	America/Phoenix	SDS-US-DSL-DTU3-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	US	DBO7	2019-10-13	2099-12-31	7bbde865-3435-4911-9aa8-29a90160900f	America/New_York	SDS-US-DSL-DBO7-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	US	DSF5	2018-04-29	2099-12-31	285e3081-1dc8-403a-82c4-b43723ced452	America/Los_Angeles	SDS-US-DSL-DSF5-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	AT	DZQ1	2021-09-16	2099-12-31	c9fd1b8c-3cfa-4aa6-a4f6-f4a6f8ca3a00	Europe/Berlin	amzl-dsl-dzq1@amazon.de	10:00	18:30	10:00	18:30	10:00	18:30	10:00	18:30	10:00	18:30	10:00	18:30	10:00	18:30	ACTIVE
NA	US	DFO2	2020-11-02	2099-12-31	1274cf7d-5a65-491f-b27d-20276023c909	America/Los_Angeles	SDS-US-DSL-DFO2-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	IN	WARD	2021-03-21	2099-12-31	43ca1205-8b4d-4f0b-acc5-b3167e62136b	Asia/Kolkata	SDS-IN-DSL-WARD-EMAIL	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
EU	IN	BOML	2019-03-31	2099-12-31	fb73b1f9-0a79-43f2-8ca6-d5d3da1bd809	Asia/Kolkata	SDS-IN-DSL-BOML-EMAIL	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
EU	IT	DVN1	2019-01-20	2099-12-31	2aac0a4a-5901-484c-8a36-26cd69e4b568	Europe/Rome	SDS-IT-DSL-DVN1-EMAIL	09:00	16:00	09:00	16:30	09:00	16:30	09:00	16:30	09:00	16:30	09:00	16:30	09:00	16:30	ACTIVE
EU	UK	DXS1	2018-08-18	2099-12-31	34c71e8e-5f65-486b-b22a-b340301cf7c4	Europe/London	SDS-UK-DSL-DXS1-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	FR	DND1	2020-10-22	2099-12-31	8c5bec8d-55e2-4e69-b712-90c084dc1930	Europe/Paris	SDS-FR-DSL-DND1-EMAIL	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
NA	US	DDT1	2018-04-29	2099-12-31	acba3855-e787-4fea-9f70-160713914d1f	America/New_York	SDS-US-DSL-DDT1-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	US	DGR6	2020-11-03	2099-12-31	46ca0bf8-a748-4b45-971c-936df6884812	America/New_York	SDS-US-DSL-DGR6-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	IT	DER2	2019-09-16	2099-12-31	9fe48b08-a286-4b50-b692-858a006e8db8	Europe/Rome	SDS-IT-DSL-DER2-EMAIL	09:00	16:00	09:00	16:30	09:00	16:30	09:00	16:30	09:00	16:30	09:00	16:30	09:00	16:30	ACTIVE
EU	IN	SXVF	2021-03-21	2099-12-31	7b0c53d8-24f7-4a00-a689-b607a99cae22	Asia/Kolkata	SDS-IN-DSL-SXVF-EMAIL	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
NA	BR	DRJ3	2021-12-13	2099-12-31	f200fed7-2102-4650-acb9-a333460f487e	America/Sao_Paulo	AmazonBrDSLDRJ3Email	10:00	17:30	10:00	17:30	10:00	17:30	10:00	17:30	10:00	17:30	10:00	17:30	10:00	17:30	ACTIVE
EU	IN	IXCE	2019-06-30	2099-12-31	a815bc22-4a72-4f14-93ec-fc6cd4b98fa0	Asia/Kolkata	SDS-IN-DSL-IXCE-EMAIL	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
EU	IN	BOMP	2019-03-31	2099-12-31	2c0b964a-66b3-44b5-aa23-9784fd6a70d0	Asia/Kolkata	SDS-IN-DSL-BOMP-EMAIL	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
NA	US	DTU9	2020-11-16	2099-12-31	8d03a1d3-b707-4b26-a7d3-b16992a52183	America/Phoenix	SDS-US-DSL-DTU9-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	CA	DMW1	2021-09-01	2099-12-31	4ff7b5e6-a974-4ee3-9d44-b9e6a1f81080	America/Chicago	AmazonCaDSLDMW1Email	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	US	DDW7	2021-10-27	2099-12-31	b271f4ff-306f-4a71-8372-412f8f20a9d6	America/New_York	AmazonUsDSLDDW7Email	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	US	DHX5	2020-05-20	2099-12-31	43a4ca44-79ae-4f00-a012-39cb00932b9d	America/Chicago	SDS-US-DSL-DHX5-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	UK	DST1	2018-08-12	2099-12-31	99d36acf-8a45-4827-b648-771053c736f9	Europe/London	SDS-UK-DSL-DST1-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
FE	AU	DQD1	2020-10-20	2099-12-31	b67817c6-b4ee-442b-a770-a26876d777bb	Australia/Brisbane	SDS-AU-DSL-DNS2-EMAIL	10:00	17:00	10:00	17:00	10:00	17:00	10:00	17:00	10:00	17:00	10:00	17:00	10:00	17:00	ACTIVE
NA	US	DMC2	2019-06-23	2099-12-31	c5b50c04-3dae-4cfc-86a7-0288e45ba8e2	America/Chicago	SDS-US-DSL-DMC2-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	IN	BRUD	2020-11-16	2099-12-31	0a16756d-2ef9-4f11-ad92-b1f415c29b56	Asia/Kolkata	SDS-IN-DSL-BRUD-EMAIL	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
NA	US	DOK3	2020-08-10	2099-12-31	bfbc9cc2-6a43-4b9b-b9b3-451a9855a821	America/Chicago	SDS-US-DSL-DOK3-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	IN	MAT1	2019-08-11	2099-12-31	66376f87-b8aa-4126-9d4b-a0a5b1184895	Asia/Kolkata	SDS-IN-DSL-MAT1-EMAIL	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
NA	US	DTU2	2019-07-07	2099-12-31	7d5f09bb-92a0-4e3e-91e1-78a1ebd64c99	America/Phoenix	SDS-US-DSL-DTU2-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	FR	DAO3	2021-11-04	2099-12-31	2653d11d-a770-457d-afe7-1f6c71dabe07	Europe/Paris	AmazonFrDSLDAO3Email	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
NA	US	DTP3	2021-03-03	2099-12-31	9d9e3ce1-6d74-45b6-ae65-d4af7014a7e1	America/New_York	SDS-US-DSL-DTP3-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	IN	BLT2	2019-03-31	2099-12-31	6cc69401-677d-46be-b3b3-5c2c64ff25ce	Asia/Kolkata	SDS-IN-DSL-BLT2-EMAIL	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
FE	JP	ONG8	2021-03-14	2099-12-31	d306f3fc-363f-49b8-8b59-85379cd7f7f6	Asia/Tokyo	SDS-JP-DSL-DAI1-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	IN	PUND	2021-03-21	2099-12-31	8c26e5f9-c346-4a4f-9e7a-85c79875935a	Asia/Kolkata	SDS-IN-DSL-PUND-EMAIL	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
EU	IN	BOT2	2021-03-14	2099-12-31	b320a969-2462-4bd8-8247-e99c844fc95f	Asia/Kolkata	SDS-IN-DSL-BOT2-EMAIL	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
EU	IN	BDQE	2021-03-21	2099-12-31	ee083f28-ddad-4a77-9622-4b22b15d673d	Asia/Kolkata	SDS-IN-DSL-BDQE-EMAIL	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
EU	DE	DFQ9	2021-09-15	2099-12-31	027b66da-bdcc-4135-85fc-e6147a2598cb	Europe/Berlin	amzl-dsl-dfq9@amazon.de	00:00	00:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
EU	DE	DBY2	2020-09-02	2099-12-31	4b55bda2-4a43-4dfb-b604-749d60f77f2b	Europe/Berlin	SDS-DE-DSL-DBY2-EMAIL	00:00	00:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
EU	IN	BLT4	2021-08-07	2099-12-31	fa84da5c-835b-46cd-b32e-02ffcae0ca5b	Asia/Kolkata	AmazonInDSLBLT4Email	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
NA	US	DAU5	2020-07-27	2099-12-31	256d7d34-17e8-4161-bc5f-9ba6e5b2d08a	America/Chicago	SDS-US-DSL-DAU5-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	DE	DBW6	2021-09-29	2099-12-31	a1d2d650-7dac-46aa-b8c3-0c26d1380562	Europe/Berlin	amzl-dsl-dbw6@amazon.de	00:00	00:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
EU	IN	NZMF	2019-08-11	2099-12-31	88cdb969-609d-4ea1-8a9f-6ba93d3fd4b2	Asia/Kolkata	SDS-IN-DSL-NZMF-EMAIL	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
NA	MX	DTJ1	2021-11-08	2099-12-31	58562aaf-a03f-4796-9493-df09f37912f4	America/Los_Angeles	AmazonMxDSLDTJ1Email	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
FE	JP	DTK4	2020-07-28	2099-12-31	b1848ea6-c014-4994-8e61-ca26c848d9c7	Asia/Tokyo	SDS-JP-DSL-DTK4-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	US	DFO3	2020-10-19	2099-12-31	e5304c56-413c-43b9-9dc4-9af9e8142376	America/Los_Angeles	SDS-US-DSL-DFO3-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	UK	DNR1	2018-08-26	2099-12-31	a5a3da44-bf24-4b18-84ea-8c2c7013a244	Europe/London	SDS-UK-DSL-DNR1-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	IN	BOT3	2020-11-16	2099-12-31	d76add72-b319-40cd-aa64-3c4d5d230c38	Asia/Kolkata	SDS-IN-DSL-BOT3-EMAIL	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
